2017-09-17 13:08:17		info	Session started
2017-09-17 13:08:17		info	Participant: New participant
2017-09-17 13:08:17		info	Experiment: monitor
2017-09-17 13:08:17		info	Data base: C:/code/Eneroth/src/legoDB/lego\Lego_DB.csv
2017-09-17 13:08:17		info	Data size: 80
2017-09-17 13:08:17		info	Server adr: 192.168.1.2
2017-09-17 13:08:17			
2017-09-17 13:08:17		new filter	Color: all Shape: all
2017-09-17 13:08:59		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:08:59		new filter	Color: yellow Shape: all
2017-09-17 13:09:20		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:09:21		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:09:23		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1
2017-09-17 13:09:25		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:09:26		send	monitor;300424,0.25,0.35;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:09:27		send	monitor;300424,0.25,0.35;306544,0.65,0.2
2017-09-17 13:09:27		send	monitor;300424,0.25,0.35
2017-09-17 13:09:29		send	monitor;300424,0.25,0.35;300124,0.45,0.4
2017-09-17 13:09:31		send	monitor;300424,0.25,0.35;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:09:36		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:10:08		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:22:33		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:22:53		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:09		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:18		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:21		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:23		send	monitor;300424,0.25,0.35;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:25		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:26		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:32		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:33		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:35		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:26:43		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:08		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:15		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:16		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:18		send	monitor;300424,0.25,0.35;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:18		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:21		send	monitor;300424,0.25,0.35;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:28:21		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:23		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1
2017-09-17 13:28:24		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:28:26		send	monitor;300424,0.25,0.35;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:28:26		send	monitor;300424,0.25,0.35;306544,0.65,0.2
2017-09-17 13:28:28		send	monitor;306544,0.65,0.2
2017-09-17 13:28:30		send	monitor;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:28:35		send	monitor;306544,0.65,0.2
2017-09-17 13:28:36		send	monitor;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:28:40		send	monitor;306544,0.65,0.2
2017-09-17 13:28:47		send	monitor;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:32:36		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:32:37		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:32:39		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:32:43		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:32:54		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1
2017-09-17 13:33:04		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:07		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:08		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:09		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:10		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:11		send	monitor;306544,0.65,0.2
2017-09-17 13:33:12		send	monitor;
2017-09-17 13:33:14		send	monitor;306544,0.65,0.2
2017-09-17 13:33:15		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:25		send	monitor;306544,0.65,0.2
2017-09-17 13:33:27		send	monitor;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:33:27		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:28		send	monitor;300124,0.45,0.4;306544,0.65,0.2
2017-09-17 13:33:29		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:30		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:30		send	monitor;300424,0.25,0.35;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:32		send	monitor;300424,0.25,0.35;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:32		send	monitor;300124,0.45,0.4;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:33		send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:33:34		send	monitor;303924,0.7,0.1
2017-09-17 13:33:37		pick	Pick block 303924 at (0.7, 0.1)
2017-09-17 13:34:59	0:01:22.476519	send	monitor;303924,0.7,0.1;306544,0.65,0.2
2017-09-17 13:35:08	0:01:31.404457	send	monitor;303924,0.7,0.1
2017-09-17 13:35:11	0:01:34.536663	pick	Pick block 303924 at (0.7, 0.1)
2017-09-17 13:35:13	0:00:01.706000	send	monitor;
2017-09-17 13:35:39	0:00:27.748739	send	monitor;303924,0.7,0.1
2017-09-17 13:35:43	0:00:31.411993	send	monitor;
2017-09-17 13:46:40	0:11:28.776205	send	monitor;300424,0.25,0.35
